1, Liam Smith, M, 28, USA, Boston, 02:23:45
1687, Kaelen Sanders, M, 1562, France, Saint-Dizier, 16:33:38
1688, Ayleen Price, F, 1542, Australia, Mount Barker, 16:49:22
1689, Kole Bennett, M, 1564, Spain, Siero, 16:48:40
1690, Esmeralda Wood, F, 1544, Italy, Cava de' Tirreni, 17:04:25
1691, Karsen Barnes, M, 1566, USA, Spokane, 17:03:43
1692, Raegan Ross, F, 1546, Mexico, Teziutlan, 17:19:29
1693, Kaelen Henderson, M, 1568, UK, Macclesfield, 17:18:47
1694, Brynlee Coleman, F, 1548, Canada, Moose Jaw, 17:34:34
1695, Kole Jenkins, M, 1570, Germany, Illertissen, 17:33:52
1696, Maren Jenkins, F, 1550, France, Vienne, 17:49:40
1697, Kason Long, M, 1572, Australia, Burnie, 17:48:58
1698, Ayleen Perry, F, 1552, Spain, San Fernando, 18:04:47
1699, Kaelen Hughes, M, 1574, Italy, Afragola, 18:04:05
1700, Logan Patterson, F, 1554, USA, Garland, 18:19:55
1701, Kole Washington, M, 1576, Mexico, Ciudad Guzman, 18:19:13
1702, Haylee Flores, F, 1556, UK, Gillingham, 18:35:04
1703, Karsen Simmons, M, 1578, Canada, Portage la Prairie, 18:34:22
1704, Marleigh Butler, F, 1558, Germany, Rottweil, 18:50:14
1705, Kaelen Gonzales, M, 1580, France, Montelimar, 18:49:32
1706, Celia Foster, F, 1560, Australia, Devonport, 19:05:25
1707, Kole Alexander, M, 1582, Spain, Torrent, 19:04:43
1708, Helen Bryant, F, 1562, Italy, Casarano, 19:20:37
1709, Kason Griffin, M, 1584, USA, Norfolk, 19:19:55
1710, Emberlynn Russell, F, 1564, Mexico, Tula, 19:35:50
1711, Kaelen Diaz, M, 1586, UK, Bridgend, 19:35:08
1712, Kaliyah Hayes, F, 1566, Canada, New Glasgow, 19:51:04
1713, Kole Ford, M, 1588, Germany, Rheda-Wiedenbruck, 19:50:22
1714, Julissa Hamilton, F, 1568, France, Mont-de-Marsan, 20:06:19
1715, Karsen Graham, M, 1590, Australia, Karratha, 20:05:37
1716, Emery Sullivan, F, 1570, Spain, Sant Just Desvern, 20:21:35
1717, Kaelen Wallace, M, 1592, Italy, Pomezia, 20:20:53
1718, Briar Woods, F, 1572, USA, Lubbock, 20:36:52
1719, Kole Cole, M, 1594, Mexico, Tehuacan, 20:36:10
1720, Lina Murray, F, 1574, UK, Lowestoft, 20:52:10
1721, Kason Freeman, M, 1596, Canada, Stratford, 20:51:28
1722, Alaya Wells, F, 1576, Germany, Beckum, 21:07:29
1723, Kaelen Webb, M, 1598, France, Mauguio, 21:06:47
1724, Janiyah Simpson, F, 1578, Australia, Shepparton, 21:22:49
1725, Kole Tucker, M, 1600, Spain, Arrecife, 21:22:07
1726, Nadia Porter, F, 1580, Italy, Lamezia Terme, 21:38:10
1727, Karsen Hicks, M, 1602, USA, Riverside, 21:37:28
1728, Kensley Crawford, F, 1582, Mexico, Tepic, 21:53:32
1729, Kaelen Henry, M, 1604, UK, Gosport, 21:52:50
1730, Lainey Boyd, F, 1584, Canada, Timmins, 22:08:55
1731, Kole Mason, M, 1606, Germany, Haren, 22:08:13
1732, Mckinley Morales, F, 1586, France, Saint-Sebastien-sur-Loire, 22:24:19
1733, Kason Kennedy, M, 1608, Australia, Whyalla, 22:23:37
1734, Maleah Butler, F, 1588, Spain, Castelldefels, 22:39:44
1735, Kaelen Bell, M, 1610, Italy, Guidonia, 22:39:02
1736, Saige Dixon, F, 1590, USA, Newark, 22:55:10
1737, Kole Fisher, M, 1612, Mexico, Ciudad Valles, 22:54:28
1738, Kenna Reyes, F, 1592, UK, Scunthorpe, 23:10:37
1739, Karsen Ellis, M, 1614, Canada, Summerside, 23:09:55
1740, Amira Edwards, F, 1594, Germany, Schwabisch Hall, 23:26:05
1741, Kaelen Collins, M, 1616, France, Orvault, 23:25:23
1742, Ayla Richardson, F, 1596, Australia, Gladstone, 23:41:34
1743, Kole Stewart, M, 1618, Spain, Silla, 23:40:52
1744, Jazmin Morris, F, 1598, Italy, Casarano, 23:57:04
1745, Kason Rogers, M, 1620, USA, Toledo, 23:56:22
1746, Jaycee Reed, F, 1600, Mexico, Tula, 00:12:35
1747, Kaelen Cook, M, 1622, UK, Ellesmere Port, 00:11:53
1748, Kenzie Morgan, F, 1602, Canada, Corner Brook, 00:28:07
1749, Kole Bell, M, 1624, Germany, Geesthacht, 00:27:25
1750, Saylor Murphy, F, 1604, France, Vienne, 00:43:40
1751, Karsen Bailey, M, 1626, Australia, Devonport, 00:42:58
1752, Veronika Rivera, F, 1606, Spain, Barbera, 00:59:14
1753, Kaelen Cooper, M, 1628, Italy, Crotone, 00:58:32
1754, Amayah Cox, F, 1608, USA, Chula Vista, 01:14:49
1755, Kole Howard, M, 1630, Mexico, Ciudad Obregon, 01:14:07
1756, Roselyn Ward, F, 1610, UK, Rotherham, 01:30:25
1757, Karsen Torres, M, 1632, Canada, Stratford, 01:29:43
1758, Lilyana Peterson, F, 1612, Germany, Beckum, 01:46:02
1759, Kaelen Gray, M, 1634, France, Mauguio, 01:45:20
1760, Briella Ramirez, F, 1614, Australia, Burnie, 02:01:40
1761, Kole James, M, 1636, Spain, Olesa, 02:00:58
1762, Milana Watson, F, 1616, Italy, Pomezia, 02:17:19
1763, Kason Brooks, M, 1638, USA, Lubbock, 02:16:37
1764, Ariah Kelly, F, 1618, Mexico, Tehuacan, 02:32:59
1765, Kaelen Sanders, M, 1640, UK, Lowestoft, 02:32:17
1766, Aya Price, F, 1620, Canada, Yorkton, 02:48:40
1767, Kole Bennett, M, 1642, Germany, Lunen, 02:47:58
1768, Nia Wood, F, 1622, France, Mont-de-Marsan, 03:04:22
1769, Karsen Barnes, M, 1644, Australia, Warrnambool, 03:03:40
1770, Ayleen Ross, F, 1624, Spain, Aranjuez, 03:20:05
1771, Kaelen Henderson, M, 1646, Italy, Corigliano, 03:19:23
1772, Maren Coleman, F, 1626, USA, Bakersfield, 03:35:49
1773, Kole Jenkins, M, 1648, Mexico, Ciudad Madero, 03:35:07
1774, Ensley Jenkins, F, 1628, UK, Rhyl, 03:51:34
1775, Kason Long, M, 1650, Canada, Drummondville, 03:50:52
1776, Bellamy Perry, F, 1630, Germany, Rendsburg, 04:07:20
1777, Kaelen Hughes, M, 1652, France, Saint-Dizier, 04:06:38
1778, Saige Patterson, F, 1632, Australia, Mount Barker, 04:23:07
1779, Kole Washington, M, 1654, Spain, Siero, 04:22:25
1780, Tiana Flores, F, 1634, Italy, Cava de' Tirreni, 04:38:55
1781, Karsen Simmons, M, 1656, USA, Spokane, 04:38:13
1782, Emery Butler, F, 1636, Mexico, Teziutlan, 04:54:44
1783, Kaelen Gonzales, M, 1658, UK, Macclesfield, 04:54:02
1784, Mckinley Foster, F, 1638, Canada, Moose Jaw, 05:10:34
1785, Kole Alexander, M, 1660, Germany, Illertissen, 05:09:52
1786, Paisley Bryant, F, 1640, France, Vienne, 05:26:25
1787, Kason Griffin, M, 1662, Australia, Burnie, 05:25:43
1788, Blakely Russell, F, 1642, Spain, San Fernando, 05:42:17
1789, Kaelen Diaz, M, 1664, Italy, Afragola, 05:41:35
1790, Jayla Hayes, F, 1644, USA, Garland, 05:58:10
1791, Kole Ford, M, 1666, Mexico, Ciudad Guzman, 05:57:28
1792, Elsie Hamilton, F, 1646, UK, Gillingham, 06:14:04
1793, Karsen Graham, M, 1668, Canada, Portage la Prairie, 06:13:22
1794, Addilyn Sullivan, F, 1648, Germany, Rottweil, 06:29:59
1795, Kaelen Wallace, M, 1670, France, Montelimar, 06:29:17
1796, Nalani Woods, F, 1650, Australia, Devonport, 06:45:55
1797, Kole Cole, M, 1672, Spain, Torrent, 06:45:13
1798, Anika Murray, F, 1652, Italy, Casarano, 07:01:52
1799, Kason Freeman, M, 1674, USA, Norfolk, 07:01:10
1800, Viviana Wells, F, 1654, Mexico, Tula, 07:17:50
1801, Kaelen Webb, M, 1676, UK, Bridgend, 07:17:08
1802, Leila Simpson, F, 1656, Canada, New Glasgow, 07:33:49
1803, Kole Tucker, M, 1678, Germany, Rheda-Wiedenbruck, 07:33:07
1804, Maren Porter, F, 1658, France, Mont-de-Marsan, 07:49:49
1805, Karsen Hicks, M, 1680, Australia, Karratha, 07:49:07
1806, Emberlynn Crawford, F, 1660, Spain, Sant Just Desvern, 08:05:50
1807, Kaelen Henry, M, 1682, Italy, Pomezia, 08:05:08
1808, Ayleen Boyd, F, 1662, USA, Lubbock, 08:21:52
1809, Kole Mason, M, 1684, Mexico, Tehuacan, 08:21:10
1810, Zariyah Morales, F, 1664, UK, Lowestoft, 08:37:55
1811, Kason Kennedy, M, 1686, Canada, Stratford, 08:37:13
1812, Zara Butler, F, 1666, Germany, Beckum, 08:53:59
1813, Kaelen Bell, M, 1688, France, Mauguio, 08:53:17
1814, Alisson Dixon, F, 1668, Australia, Shepparton, 09:10:04
1815, Kole Fisher, M, 1690, Spain, Arrecife, 09:09:22
1816, Miah Reyes, F, 1670, Italy, Lamezia Terme, 09:26:10
1817, Karsen Ellis, M, 1692, USA, Riverside, 09:25:28
1818, Charleigh Edwards, F, 1672, Mexico, Tepic, 09:42:17
1819, Kaelen Collins, M, 1694, UK, Gosport, 09:41:35
1820, Emelia Richardson, F, 1674, Canada, Timmins, 09:58:25
1821, Kole Stewart, M, 1696, Germany, Haren, 09:57:43
1822, Logan Morris, F, 1676, France, Saint-Sebastien-sur-Loire, 10:14:34
1823, Kason Rogers, M, 1698, Australia, Whyalla, 10:13:52
1824, Hattie Reed, F, 1678, Spain, Castelldefels, 10:30:44
1825, Kaelen Cook, M, 1700, Italy, Guidonia, 10:30:02
1826, Amira Morgan, F, 1680, USA, Newark, 10:46:55
1827, Kole Bell, M, 1702, Mexico, Ciudad Valles, 10:46:13
1828, Raegan Murphy, F, 1682, UK, Scunthorpe, 11:03:07
1829, Karsen Bailey, M, 1704, Canada, Summerside, 11:02:25
1830, Emery Rivera, F, 1684, Germany, Schwabisch Hall, 11:19:20
1831, Kaelen Cooper, M, 1706, France, Orvault, 11:18:38
1832, Janiyah Cox, F, 1686, Australia, Gladstone, 11:35:34
1833, Kole Howard, M, 1708, Spain, Silla, 11:34:52
1834, Mckinley Ward, F, 1688, Italy, Casarano, 11:51:49
1835, Kason Torres, M, 1710, USA, Toledo, 11:51:07
1836, Briella Peterson, F, 1690, Mexico, Tula, 12:08:05
1837, Kaelen Gray, M, 1712, UK, Ellesmere Port, 12:07:23
1838, Aya Ramirez, F, 1692, Canada, Corner Brook, 12:24:22
1839, Kole James, M, 1714, Germany, Geesthacht, 12:23:40
1840, Emberlynn Watson, F, 1694, France, Vienne, 12:40:40
1841, Karsen Brooks, M, 1716, Australia, Devonport, 12:39:58
1842, Nia Kelly, F, 1696, Spain, Barbera, 12:56:59
1843, Kaelen Sanders, M, 1718, Italy, Crotone, 12:56:17
1844, Alison Price, F, 1698, USA, Chula Vista, 13:13:19
1845, Kole Bennett, M, 1720, Mexico, Ciudad Obregon, 13:12:37
1846, Maren Wood, F, 1700, UK, Rotherham, 13:29:40
1847, Kason Barnes, M, 1722, Canada, Stratford, 13:28:58
1848, Jaylee Ross, F, 1702, Germany, Beckum, 13:46:02
1849, Kaelen Henderson, M, 1724, France, Mauguio, 13:45:20
1850, Alayna Coleman, F, 1704, Australia, Burnie, 14:02:25
1851, Kole Jenkins, M, 1726, Spain, Olesa, 14:01:43
1852, Kaylani Jenkins, F, 1706, Italy, Pomezia, 14:18:49
1853, Karsen Long, M, 1728, USA, Lubbock, 14:18:07
1854, Lylah Perry, F, 1708, Mexico, Tehuacan, 14:35:14
1855, Kaelen Hughes, M, 1730, UK, Lowestoft, 14:34:32
1856, Heaven Patterson, F, 1710, Canada, Yorkton, 14:51:40
1857, Kole Washington, M, 1732, Germany, Lunen, 14:50:58
1858, Kora Flores, F, 1712, France, Mont-de-Marsan, 15:08:07
1859, Kason Simmons, M, 1734, Australia, Warrnambool, 15:07:25
1860, Kynlee Butler, F, 1714, Spain, Aranjuez, 15:24:35
1861, Kaelen Gonzales, M, 1736, Italy, Corigliano, 15:23:53
1862, Salma Foster, F, 1716, USA, Bakersfield, 15:41:04
1863, Kole Alexander, M, 1738, Mexico, Ciudad Madero, 15:40:22
1864, Emely Bryant, F, 1718, UK, Rhyl, 15:57:34
1865, Karsen Griffin, M, 1740, Canada, Drummondville, 15:56:52
1866, Itzel Russell, F, 1720, Germany, Rendsburg, 16:14:05
1867, Kaelen Diaz, M, 1742, France, Saint-Dizier, 16:13:23
1868, Alianna Hayes, F, 1722, Australia, Mount Barker, 16:30:37
1869, Kole Ford, M, 1744, Spain, Siero, 16:29:55
1870, Mckenna Hamilton, F, 1724, Italy, Cava de' Tirreni, 16:47:10
1871, Kason Graham, M, 1746, USA, Spokane, 16:46:28
1872, Alison Sullivan, F, 1726, Mexico, Teziutlan, 17:03:44
1873, Kaelen Wallace, M, 1748, UK, Macclesfield, 17:03:02
1874, Jaylani Woods, F, 1728, Canada, Moose Jaw, 17:20:19
1875, Kole Cole, M, 1750, Germany, Illertissen, 17:19:37
1876, Ayleen Murray, F, 1730, France, Vienne, 17:36:55
1877, Karsen Freeman, M, 1752, Australia, Burnie, 17:36:13
1878, Melany Wells, F, 1732, Spain, San Fernando, 17:53:32
1879, Kaelen Webb, M, 1754, Italy, Afragola, 17:52:50
1880, Amira Simpson, F, 1734, USA, Garland, 18:10:10
1881, Kole Tucker, M, 1756, Mexico, Ciudad Guzman, 18:09:28
1882, Giana Porter, F, 1736, UK, Gillingham, 18:26:49
1883, Kason Hicks, M, 1758, Canada, Portage la Prairie, 18:26:07
1884, Ainhoa Crawford, F, 1738, Germany, Rottweil, 18:43:29
1885, Kaelen Henry, M, 1760, France, Montelimar, 18:42:47
1886, Avah Boyd, F, 1740, Australia, Devonport, 19:00:10
1887, Kole Mason, M, 1762, Spain, Torrent, 18:59:28
1888, Luciana Morales, F, 1742, Italy, Casarano, 19:16:52
1889, Karsen Kennedy, M, 1764, USA, Norfolk, 19:16:10
1890, Kenzie Butler, F, 1744, Mexico, Tula, 19:33:35
1891, Kaelen Bell, M, 1766, UK, Bridgend, 19:32:53
1892, Maren Dixon, F, 1746, Canada, New Glasgow, 19:50:19
1893, Kole Fisher, M, 1768, Germany, Rheda-Wiedenbruck, 19:49:37
1894, Mikaela Reyes, F, 1748, France, Mont-de-Marsan, 20:07:04
1895, Kason Ellis, M, 1770, Australia, Karratha, 20:06:22
1896, Kaliyah Edwards, F, 1750, Spain, Sant Just Desvern, 20:23:50
1897, Kaelen Collins, M, 1772, Italy, Pomezia, 20:23:08
1898, Camryn Richardson, F, 1752, USA, Lubbock, 20:40:37
1899, Kole Stewart, M, 1774, Mexico, Tehuacan, 20:39:55
1900, Aylin Morris, F, 1754, UK, Lowestoft, 20:57:25
1901, Karsen Rogers, M, 1776, Canada, Stratford, 20:56:43
1902, Amira Reed, F, 1756, Germany, Beckum, 21:14:14
1903, Kaelen Cook, M, 1778, France, Mauguio, 21:13:32
1904, Kenna Morgan, F, 1758, Australia, Shepparton, 21:31:04
1905, Kole Bell, M, 1780, Spain, Arrecife, 21:30:22
1906, Julissa Murphy, F, 1760, Italy, Lamezia Terme, 21:47:55
1907, Kason Bailey, M, 1782, USA, Riverside, 21:47:13
1908, Ariah Rivera, F, 1762, Mexico, Tepic, 22:04:47
1909, Kaelen Cooper, M, 1784, UK, Gosport, 22:04:05
1910, Magdalena Cox, F, 1764, Canada, Timmins, 22:21:40
1911, Kole Howard, M, 1786, Germany, Haren, 22:20:58
1912, Maleah Ward, F, 1766, France, Saint-Sebastien-sur-Loire, 22:38:34
1913, Karsen Torres, M, 1788, Australia, Whyalla, 22:37:52
1914, Celeste Peterson, F, 1768, Spain, Castelldefels, 22:55:29
1915, Kaelen Gray, M, 1790, Italy, Guidonia, 22:54:47
1916, Aya Ramirez, F, 1770, USA, Newark, 23:12:25
1917, Kole James, M, 1792, Mexico, Ciudad Valles, 23:11:43
1918, Jazlyn Watson, F, 1772, UK, Scunthorpe, 23:29:22
1919, Kason Brooks, M, 1794, Canada, Summerside, 23:28:40
1920, Alora Kelly, F, 1774, Germany, Schwabisch Hall, 23:46:20
1921, Kaelen Sanders, M, 1796, France, Orvault, 23:45:38
1922, Janiyah Price, F, 1776, Australia, Gladstone, 00:03:19
1923, Kole Bennett, M, 1798, Spain, Silla, 00:02:37
1924, Miah Wood, F, 1778, Italy, Casarano, 00:20:19
1925, Karsen Barnes, M, 1800, USA, Toledo, 00:19:37
1926, Gracelynn Ross, F, 1780, Mexico, Tula, 00:37:20
1927, Kaelen Henderson, M, 1802, UK, Ellesmere Port, 00:36:38
1928, Maliyah Coleman, F, 1782, Canada, Corner Brook, 00:54:22
1929, Kole Jenkins, M, 1804, Germany, Geesthacht, 00:53:40
1930, Amirah Jenkins, F, 1784, France, Vienne, 01:11:25
1931, Kason Long, M, 1806, Australia, Devonport, 01:10:43
1932, Maren Perry, F, 1786, Spain, Barbera, 01:28:29
1933, Kaelen Hughes, M, 1808, Italy, Crotone, 01:27:47
1934, Ensley Patterson, F, 1788, USA, Chula Vista, 01:45:34
1935, Kole Washington, M, 1810, Mexico, Ciudad Obregon, 01:44:52
1936, Ryan Flores, M, 1812, UK, Rotherham, 02:02:40
1937, Karsen Simmons, M, 1814, Canada, Stratford, 02:01:58
1938, Novah Butler, F, 1790, Germany, Beckum, 02:19:47
1939, Kaelen Gonzales, M, 1816, France, Mauguio, 02:19:05
1940, Kamryn Foster, F, 1792, Australia, Burnie, 02:36:55
1941, Kole Alexander, M, 1818, Spain, Olesa, 02:36:13
1942, Kenia Bryant, F, 1794, Italy, Pomezia, 02:54:04
1943, Kason Griffin, M, 1820, USA, Lubbock, 02:53:22
1944, Bellamy Russell, F, 1796, Mexico, Tehuacan, 03:11:14
1945, Kaelen Diaz, M, 1822, UK, Lowestoft, 03:10:32
1946, Kaia Hayes, F, 1798, Canada, Yorkton, 03:28:25
1947, Kole Ford, M, 1824, Germany, Lunen, 03:27:43
1948, Lainey Hamilton, F, 1800, France, Mont-de-Marsan, 03:45:37
1949, Karsen Graham, M, 1826, Australia, Warrnambool, 03:44:55
1950, Kyra Sullivan, F, 1802, Spain, Aranjuez, 04:02:50
1951, Kaelen Wallace, M, 1828, Italy, Corigliano, 04:02:08
1952, Saylor Woods, F, 1804, USA, Bakersfield, 04:20:04
1953, Kole Cole, M, 1830, Mexico, Ciudad Madero, 04:19:22
1954, Adalyn Murray, F, 1806, UK, Rhyl, 04:37:19
1955, Kason Freeman, M, 1832, Canada, Drummondville, 04:36:37
1956, Lyric Wells, F, 1808, Germany, Rendsburg, 04:54:35
1957, Kaelen Webb, M, 1834, France, Saint-Dizier, 04:53:53
1958, Maren Simpson, F, 1810, Australia, Mount Barker, 05:11:52
1959, Kole Tucker, M, 1836, Spain, Siero, 05:11:10
1960, Zendaya Porter, F, 1812, Italy, Cava de' Tirreni, 05:29:10
1961, Karsen Hicks, M, 1838, USA, Spokane, 05:28:28
1962, Khloe Crawford, F, 1814, Mexico, Teziutlan, 05:46:29
1963, Kaelen Henry, M, 1840, UK, Macclesfield, 05:45:47
1964, Kaliyah Boyd, F, 1816, Canada, Moose Jaw, 06:03:49
1965, Kole Mason, M, 1842, Germany, Illertissen, 06:03:07
1966, Mckenzie Morales, F, 1818, France, Vienne, 06:21:10
1967, Kason Kennedy, M, 1844, Australia, Burnie, 06:20:28
1968, Heaven Butler, F, 1820, Spain, San Fernando, 06:38:32
1969, Kaelen Bell, M, 1846, Italy, Afragola, 06:37:50
1970, Maleah Dixon, F, 1822, USA, Garland, 06:55:55
1971, Kole Fisher, M, 1848, Mexico, Ciudad Guzman, 06:55:13
1972, Ayleen Reyes, F, 1824, UK, Gillingham, 07:13:19
1973, Karsen Ellis, M, 1850, Canada, Portage la Prairie, 07:12:37
1974, Raegan Edwards, F, 1826, Germany, Rottweil, 07:30:44
1975, Kaelen Collins, M, 1852, France, Montelimar, 07:30:02
1976, Alianna Richardson, F, 1828, Australia, Devonport, 07:48:10
1977, Kole Stewart, M, 1854, Spain, Torrent, 07:47:28
1978, Emberlynn Morris, F, 1830, Italy, Casarano, 08:05:37
1979, Kason Rogers, M, 1856, USA, Norfolk, 08:04:55
1980, Kenna Reed, F, 1832, Mexico, Tula, 08:23:05
1981, Kaelen Cook, M, 1858, UK, Bridgend, 08:22:23
1982, Miah Morgan, F, 1834, Canada, New Glasgow, 08:40:34
1983, Kole Bell, M, 1860, Germany, Rheda-Wiedenbruck, 08:39:52
1984, Maliyah Murphy, F, 1836, France, Mont-de-Marsan, 08:58:04
1985, Karsen Bailey, M, 1862, Australia, Karratha, 08:57:22
1986, Lila Rivera, F, 1838, Spain, Sant Just Desvern, 09:15:35
1987, Kaelen Cooper, M, 1864, Italy, Pomezia, 09:14:53
1988, Maren Cox, F, 1840, USA, Lubbock, 09:33:07
1989, Kole Howard, M, 1866, Mexico, Tehuacan, 09:32:25
1990, Emery Ward, F, 1842, UK, Lowestoft, 09:50:40
1991, Kason Torres, M, 1868, Canada, Stratford, 09:49:58
1992, Nia Peterson, F, 1844, Germany, Beckum, 10:08:14
1993, Kaelen Gray, M, 1870, France, Mauguio, 10:07:32
1994, Aya Ramirez, F, 1846, Australia, Shepparton, 10:25:49
1995, Kole James, M, 1872, Spain, Arrecife, 10:25:07
1996, Emelia Watson, F, 1848, Italy, Lamezia Terme, 10:43:25
1997, Karsen Brooks, M, 1874, USA, Riverside, 10:42:43
1998, Briar Kelly, F, 1850, Mexico, Tepic, 11:01:02
1999, Kaelen Sanders, M, 1876, UK, Gosport, 11:00:20
2000, Annalise Price, F, 1852, Canada, Timmins, 11:18:40
2001, Kole Bennett, M, 1878, Germany, Haren, 11:17:58
2002, Ayleen Wood, F, 1854, France, Saint-Sebastien-sur-Loire, 11:36:19
2003, Kason Barnes, M, 1880, Australia, Whyalla, 11:35:37
2004, Alora Ross, F, 1856, Spain, Castelldefels, 11:53:59
2005, Kaelen Henderson, M, 1882, Italy, Guidonia, 11:53:17
2006, Maliyah Coleman, F, 1858, USA, Newark, 12:11:40
2007, Kole Jenkins, M, 1884, Mexico, Ciudad Valles, 12:10:58
2008, Raegan Jenkins, F, 1860, UK, Scunthorpe, 12:29:22
2009, Karsen Long, M, 1886, Canada, Summerside, 12:28:40
2010, Mckinley Perry, F, 1862, Germany, Schwabisch Hall, 12:47:05
2011, Kaelen Hughes, M, 1888, France, Orvault, 12:46:23
2012, Briella Patterson, F, 1864, Australia, Gladstone, 13:04:49
2013, Kole Washington, M, 1890, Spain, Silla, 13:04:07
2014, Veronika Flores, F, 1866, Italy, Casarano, 13:22:34
2015, Kason Simmons, M, 1892, USA, Toledo, 13:21:52
2016, Kenzie Butler, F, 1868, Mexico, Tula, 13:40:20
2017, Kaelen Gonzales, M, 1894, UK, Ellesmere Port, 13:39:38
2018, Briar Foster, F, 1870, Canada, Corner Brook, 13:58:07
2019, Kole Alexander, M, 1896, Germany, Geesthacht, 13:57:25
2020, Maren Bryant, F, 1872, France, Vienne, 14:15:55
2021, Karsen Griffin, M, 1898, Australia, Devonport, 14:15:13
2022, Aya Russell, F, 1874, Spain, Barbera, 14:33:44
2023, Kaelen Diaz, M, 1900, Italy, Crotone, 14:33:02
2024, Emely Hayes, F, 1876, USA, Chula Vista, 14:51:34
2025, Kole Ford, M, 1902, Mexico, Ciudad Obregon, 14:50:52
2026, Alianna Hamilton, F, 1878, UK, Rotherham, 15:09:25
2027, Kason Graham, M, 1904, Canada, Stratford, 15:08:43
2028, Lilyana Sullivan, F, 1880, Germany, Beckum, 15:27:17
2029, Kaelen Wallace, M, 1906, France, Mauguio, 15:26:35
2030, Saylor Woods, F, 1882, Australia, Burnie, 15:45:10
2031, Kole Cole, M, 1908, Spain, Olesa, 15:44:28
2032, Ember Murray, F, 1884, Italy, Pomezia, 16:03:04
2033, Karsen Freeman, M, 1910, USA, Lubbock, 16:02:22
2034, Maleah Wells, F, 1886, Mexico, Tehuacan, 16:20:59
2035, Kaelen Webb, M, 1912, UK, Lowestoft, 16:20:17
2036, Janiyah Simpson, F, 1888, Canada, Yorkton, 16:38:55
2037, Kole Tucker, M, 1914, Germany, Lunen, 16:38:13
2038, Mckenna Porter, F, 1890, France, Mont-de-Marsan, 16:56:52
2039, Kason Hicks, M, 1916, Australia, Warrnambool, 16:56:10
2040, Ensley Crawford, F, 1892, Spain, Aranjuez, 17:14:50
2041, Kaelen Henry, M, 1918, Italy, Corigliano, 17:14:08
2042, Amira Boyd, F, 1894, USA, Bakersfield, 17:32:49
2043, Kole Mason, M, 1920, Mexico, Ciudad Madero, 17:32:07
2044, Amayah Morales, F, 1896, UK, Rhyl, 17:50:49
2045, Karsen Kennedy, M, 1922, Canada, Drummondville, 17:50:07
2046, Kyra Butler, F, 1898, Germany, Rendsburg, 18:08:50
2047, Kaelen Bell, M, 1924, France, Saint-Dizier, 18:08:08
2048, Kaylani Dixon, F, 1900, Australia, Mount Barker, 18:26:52
2049, Kole Fisher, M, 1926, Spain, Siero, 18:26:10
2050, Jayleen Reyes, F, 1902, Italy, Cava de' Tirreni, 18:44:55
2051, Kason Ellis, M, 1928, USA, Spokane, 18:44:13
2052, Celeste Edwards, F, 1904, Mexico, Teziutlan, 19:02:59
2053, Kaelen Collins, M, 1930, UK, Macclesfield, 19:02:17
2054, Zariyah Richardson, F, 1906, Canada, Moose Jaw, 19:21:04
2055, Kole Stewart, M, 1932, Germany, Illertissen, 19:20:22
2056, Raegan Morris, F, 1908, France, Vienne, 19:39:10
2057, Karsen Rogers, M, 1934, Australia, Burnie, 19:38:28
2058, Maren Reed, F, 1910, Spain, San Fernando, 19:57:17
2059, Kaelen Cook, M, 1936, Italy, Afragola, 19:56:35
2060, Ayleen Morgan, F, 1912, USA, Garland, 20:15:25
2061, Kole Bell, M, 1938, Mexico, Ciudad Guzman, 20:14:43
2062, Brynlee Murphy, F, 1914, UK, Gillingham, 20:33:34
2063, Kason Bailey, M, 1940, Canada, Portage la Prairie, 20:32:52
2064, Ensley Rivera, F, 1916, Germany, Rottweil, 20:51:44
2065, Kaelen Cooper, M, 1942, France, Montelimar, 20:51:02
2066, Amira Cox, F, 1918, Australia, Devonport, 21:09:55
2067, Kole Howard, M, 1944, Spain, Torrent, 21:09:13
2068, Novah Ward, F, 1920, Italy, Casarano, 21:28:07
2069, Karsen Torres, M, 1946, USA, Norfolk, 21:27:25
2070, Miah Peterson, F, 1922, Mexico, Tula, 21:46:20
2071, Kaelen Gray, M, 1948, UK, Bridgend, 21:45:38
2072, Mckinley Ramirez, F, 1924, Canada, New Glasgow, 22:04:34
2073, Kole James, M, 1950, Germany, Rheda-Wiedenbruck, 22:03:52
2074, Alisson Watson, F, 1926, France, Mont-de-Marsan, 22:22:49
2075, Kason Brooks, M, 1952, Australia, Karratha, 22:22:07
2076, Emberlynn Kelly, F, 1928, Spain, Sant Just Desvern, 22:41:05
2077, Kaelen Sanders, M, 1954, Italy, Pomezia, 22:40:23
2078, Maren Price, F, 1930, USA, Lubbock, 22:59:22
2079, Kole Bennett, M, 1956, Mexico, Tehuacan, 22:58:40
2080, Amirah Wood, F, 1932, UK, Lowestoft, 23:17:40
2081, Karsen Barnes, M, 1958, Canada, Stratford, 23:16:58
2082, Aya Ross, F, 1934, Germany, Beckum, 23:35:59
2083, Kaelen Henderson, M, 1960, France, Mauguio, 23:35:17
2084, Jayla Coleman, F, 1936, Australia, Shepparton, 23:54:19
2085, Kole Jenkins, M, 1962, Spain, Arrecife, 23:53:37
2086, Ayleen Jenkins, F, 1938, Italy, Lamezia Terme, 00:12:40
2087, Kason Long, M, 1964, USA, Riverside, 00:11:58
2088, Gracelynn Perry, F, 1940, Mexico, Tepic, 00:31:02
